Date,Rank,Coin,Symbol,Market Cap,Price,Circulating Supply,Volume,%1h,%24h,%7d
2021-January-17,13,WBTCWrapped Bitcoin,WBTC,$3.98B$3979813464,"$35,895.35 ",110873 WBTC *,"$95,244,127 ",-1.14%,-0.98%,-6.36%
2021-January-17,14,BSVBitcoin SV,BSV,$3.71B$3708781663,$199.10 ,18627845 BSV,"$890,529,795 ",-0.71%,-3.87%,-21.52%
2021-January-17,15,XMRMonero,XMR,$2.84B$2843108154,$159.58 ,17815879 XMR,"$1,232,527,498 ",-1.32%,2.34%,-13.80%
2021-January-17,16,EOSEOS,EOS,$2.60B$2596855040,$2.76 ,939561446 EOS *,"$2,327,878,543 ",-0.64%,-0.73%,-10.47%
2021-January-17,17,UNIUniswap,UNI,$2.40B$2402396385,$8.66 ,277346955 UNI *,"$2,577,838,949 ",-1.39%,2.89%,44.58%
2021-January-17,18,AAVEAave,AAVE,$2.28B$2280831101,$186.26 ,12245097 AAVE *,"$631,950,250 ",-1.72%,1.82%,47.59%
2021-January-17,19,XTZTezos,XTZ,$2.24B$2244822024,$2.97 ,757029421 XTZ *,"$500,305,741 ",-1.82%,2.91%,7.00%
2021-January-17,20,TRXTRON,TRX,$2.16B$2159870005,$0.03 ,71659657369 TRX *,"$1,011,001,496 ",-0.32%,-0.04%,-8.48%
2021-January-17,,NEM,,,,,,,,
2021-January-17,,THETA,,,,,,,,
2021-January-17,,Crypto.com Coin,,,,,,,,
2021-January-17,,Synthetix,,,,,,,,
2021-January-17,,Cosmos,,,,,,,,
2021-January-17,,VeChain,,,,,,,,
2021-January-17,,Neo,,,,,,,,
2021-January-17,,Maker,,,,,,,,
2021-January-17,,Dai,,,,,,,,
2021-January-17,,UNUS SED LEO,,,,,,,,
2021-January-17,,Dash,,,,,,,,
2021-January-17,,IOTA,,,,,,,,
2021-January-17,,Dogecoin,,,,,,,,
2021-January-17,,Binance USD,,,,,,,,
2021-January-17,,Celsius,,,,,,,,
2021-January-17,,Zcash,,,,,,,,
2021-January-17,,Filecoin,,,,,,,,
2021-January-17,,yearn.finance,,,,,,,,
2021-January-17,,Huobi Token,,,,,,,,
2021-January-17,,Solana,,,,,,,,
2021-January-17,,Revain,,,,,,,,
2021-January-17,,Avalanche,,,,,,,,
2021-January-17,,Compound,,,,,,,,
2021-January-17,,FTX Token,,,,,,,,
2021-January-17,,SushiSwap,,,,,,,,
2021-January-17,,Ethereum Classic,,,,,,,,
2021-January-17,,Kusama,,,,,,,,
2021-January-17,,Zilliqa,,,,,,,,
2021-January-17,,Waves,,,,,,,,
2021-January-17,,Algorand,,,,,,,,
2021-January-17,,Decred,,,,,,,,
2021-January-17,,The Graph,,,,,,,,
2021-January-17,,Elrond,,,,,,,,
2021-January-17,,HedgeTrade,,,,,,,,
2021-January-17,,UMA,,,,,,,,
2021-January-17,,Ren,,,,,,,,
2021-January-17,,Ontology,,,,,,,,
2021-January-17,,OMG Network,,,,,,,,
2021-January-17,,Loopring,,,,,,,,
2021-January-17,,NEAR Protocol,,,,,,,,
2021-January-17,,renBTC,,,,,,,,
2021-January-17,,Nano,,,,,,,,
2021-January-17,,0x,,,,,,,,
2021-January-17,,Hedera Hashgraph,,,,,,,,
2021-January-17,,TrueUSD,,,,,,,,
2021-January-17,,Basic Attention Token,,,,,,,,
2021-January-17,,Terra,,,,,,,,
2021-January-17,,ICON,,,,,,,,
2021-January-17,,OKB,,,,,,,,
2021-January-17,,Reserve Rights,,,,,,,,
2021-January-17,,DigiByte,,,,,,,,
2021-January-17,,Nexo,,,,,,,,
2021-January-17,,Blockstack,,,,,,,,
2021-January-17,,BitTorrent,,,,,,,,
2021-January-17,,IOST,,,,,,,,
2021-January-17,,Curve DAO Token,,,,,,,,
2021-January-17,,Qtum,,,,,,,,
2021-January-17,,THORChain,,,,,,,,
2021-January-17,,Horizen,,,,,,,,
2021-January-17,,Energy Web Token,,,,,,,,
2021-January-17,,SwissBorg,,,,,,,,
2021-January-17,,HUSD,,,,,,,,
2021-January-17,,Celo,,,,,,,,
2021-January-17,,Voyager Token,,,,,,,,
2021-January-17,,Bitcoin BEP2,,,,,,,,
2021-January-17,,Kyber Network,,,,,,,,
2021-January-17,,Paxos Standard,,,,,,,,
2021-January-17,,Ocean Protocol,,,,,,,,
2021-January-17,,Augur,,,,,,,,
2021-January-17,,Quant,,,,,,,,
2021-January-17,,Bitcoin Gold,,,,,,,,
2021-January-17,,Band Protocol,,,,,,,,
2021-January-17,,Siacoin,,,,,,,,
2021-January-17,,NXM,,,,,,,,
2021-January-17,,Verge,,,,,,,,
2021-January-17,,ABBC Coin,,,,,,,,
2021-January-17,,Aragon,,,,,,,,
2021-January-17,,Status,,,,,,,,
2021-January-17,,TerraUSD,,,,,,,,
2021-January-17,,Ampleforth,,,,,,,,
2021-January-17,,Enjin Coin,,,,,,,,
2021-January-17,,Bancor,,,,,,,,
2021-January-17,,Lisk,,,,,,,,
2021-January-17,,Matic Network,,,,,,,,
2021-January-17,,Gnosis,,,,,,,,
2021-January-17,,Decentraland,,,,,,,,
2021-January-17,,Arweave,,,,,,,,
2021-January-17,,1inch,,,,,,,,
2021-January-17,,Balancer,,,,,,,,
2021-January-17,,Ravencoin,,,,,,,,
2021-January-17,,Bitcoin Diamond,,,,,,,,
2021-January-17,,Theta Fuel,,,,,,,,
2021-January-17,,ZB Token,,,,,,,,
2021-January-17,,RSK Infrastructure Framework,,,,,,,,
2021-January-17,,Nervos Network,,,,,,,,
2021-January-17,,MaidSafeCoin,,,,,,,,
2021-January-17,,Numeraire,,,,,,,,
2021-January-17,,Holo,,,,,,,,
2021-January-17,,Helium,,,,,,,,
2021-January-17,,Orchid,,,,,,,,
2021-January-17,,FunFair,,,,,,,,
2021-January-17,,MonaCoin,,,,,,,,
2021-January-17,,Utrust,,,,,,,,
2021-January-17,,CyberVein,,,,,,,,
2021-January-17,,Chiliz,,,,,,,,
2021-January-17,,Civic,,,,,,,,
2021-January-17,,Kava.io,,,,,,,,
2021-January-17,,TomoChain,,,,,,,,
2021-January-17,,PAX Gold,,,,,,,,
2021-January-17,,iExec RLC,,,,,,,,
2021-January-17,,Oasis Network,,,,,,,,
2021-January-17,,Bytom,,,,,,,,
2021-January-17,,Injective Protocol,,,,,,,,
2021-January-17,,KuCoin Token,,,,,,,,
2021-January-17,,Storj,,,,,,,,
2021-January-17,,Serum,,,,,,,,
2021-January-17,,Unibright,,,,,,,,
2021-January-17,,Pundi X,,,,,,,,
2021-January-17,,Alpha Finance Lab,,,,,,,,
2021-January-17,,Swipe,,,,,,,,
2021-January-17,,IoTeX,,,,,,,,
2021-January-17,,Ardor,,,,,,,,
2021-January-17,,Golem,,,,,,,,
2021-January-17,,Kleros,,,,,,,,
2021-January-17,,Steem,,,,,,,,
2021-January-17,,Komodo,,,,,,,,
2021-January-17,,Fantom,,,,,,,,
2021-January-17,,BitShares,,,,,,,,
2021-January-17,,DFI.Money,,,,,,,,
2021-January-17,,Velas,,,,,,,,
2021-January-17,,DxChain Token,,,,,,,,
2021-January-17,,aelf,,,,,,,,
2021-January-17,,Firo,,,,,,,,
2021-January-17,,district0x,,,,,,,,
2021-January-17,,Fetch.ai,,,,,,,,
2021-January-17,,Travala.com,,,,,,,,
2021-January-17,,SingularityNET,,,,,,,,
2021-January-17,,Keep3rV1,,,,,,,,
2021-January-17,,WAX,,,,,,,,
2021-January-17,,Syntropy,,,,,,,,
2021-January-17,,Kin,,,,,,,,
2021-January-17,,Wanchain,,,,,,,,
2021-January-17,,OriginTrail,,,,,,,,
2021-January-17,,JUST,,,,,,,,
2021-January-17,,Ankr,,,,,,,,
2021-January-17,,Harmony,,,,,,,,
2021-January-17,,TrustSwap,,,,,,,,
2021-January-17,,Electroneum,,,,,,,,
2021-January-17,,LTO Network,,,,,,,,
2021-January-17,,Stratis,,,,,,,,
2021-January-17,,xDai,,,,,,,,
2021-January-17,,Melon,,,,,,,,
2021-January-17,,Polymath,,,,,,,,
2021-January-17,,Tellor,,,,,,,,
2021-January-17,,Handshake ,,,,,,,,
2021-January-17,,Hive,,,,,,,,
2021-January-17,,Syscoin,,,,,,,,
2021-January-17,,LBRY Credits,,,,,,,,
2021-January-17,,Aidos Kuneen,,,,,,,,
2021-January-17,,Ark,,,,,,,,
2021-January-17,,Energi,,,,,,,,
2021-January-17,,Divi,,,,,,,,
2021-January-17,,IRISnet,,,,,,,,
2021-January-17,,Uquid Coin,,,,,,,,
2021-January-17,,DIA,,,,,,,,
2021-January-17,,WaykiChain,,,,,,,,
2021-January-17,,Power Ledger,,,,,,,,
2021-January-17,,Populous,,,,,,,,
2021-January-17,,AdEx Network,,,,,,,,
2021-January-17,,Telcoin,,,,,,,,
2021-January-17,,Orbs,,,,,,,,
2021-January-17,,MCO,,,,,,,,
2021-January-17,,Nimiq,,,,,,,,
2021-January-17,,Elastos,,,,,,,,
2021-January-17,,Loom Network,,,,,,,,
2021-January-17,,Aion,,,,,,,,
2021-January-17,,bZx Protocol,,,,,,,,
2021-January-17,,Haven Protocol,,,,,,,,
2021-January-17,,Celer Network,,,,,,,,
2021-January-17,,QuarkChain,,,,,,,,
2021-January-24,1,BTCBitcoin,BTC,$600.89B$600888568010,"$32,289.38 ",18609481 BTC,"$48,643,830,599 ",0.36%,0.69%,-9.78%
2021-January-24,2,ETHEthereum,ETH,$159.18B$159184556292,"$1,391.61 ",114388819 ETH,"$36,418,163,554 ",1.76%,13.05%,13.12%
2021-January-24,3,USDTTether,USDT,$24.85B$24852549111,$1.00 ,24817394865 USDT *,"$84,413,124,756 ",0.00%,0.09%,0.10%
2021-January-24,4,DOTPolkadot,DOT,$16.27B$16268654954,$18.00 ,903831755 DOT *,"$2,800,444,854 ",2.39%,-3.22%,5.98%
2021-January-24,5,XRPXRP,XRP,$12.42B$12418387933,$0.27 ,45404028640 XRP *,"$2,472,431,875 ",0.24%,0.62%,-1.40%
2021-January-24,6,ADACardano,ADA,$11.01B$11010118427,$0.35 ,31112484646 ADA,"$2,539,663,711 ",0.98%,2.38%,-6.84%
2021-January-24,7,LINKChainlink,LINK,$9.94B$9942734313,$24.70 ,402509556 LINK *,"$3,727,726,940 ",0.34%,-0.24%,6.63%
2021-January-24,8,LTCLitecoin,LTC,$9.39B$9387244668,$141.48 ,66351591 LTC,"$4,972,171,240 ",1.65%,2.71%,-0.67%
2021-January-24,9,BCHBitcoin Cash,BCH,$8.20B$8201974858,$440.10 ,18636475 BCH,"$3,869,930,797 ",1.40%,1.99%,-8.08%
2021-January-24,10,BNBBinance Coin,BNB,$6.47B$6472081160,$41.88 ,154532785 BNB *,"$450,486,066 ",0.39%,2.61%,-8.32%
2021-January-24,11,XLMStellar,XLM,$6.00B$6000202935,$0.27 ,22095601011 XLM *,"$806,028,759 ",-0.39%,0.67%,-10.54%
2021-January-24,12,USDCUSD Coin,USDC,$5.52B$5521308075,$1.00 ,5520411395 USDC *,"$1,335,242,694 ",-0.02%,0.02%,-0.03%
2021-January-24,13,WBTCWrapped Bitcoin,WBTC,$3.64B$3639190853,"$32,241.80 ",112872 WBTC *,"$168,851,963 ",0.36%,0.50%,-10.18%
2021-January-24,14,UNIUniswap,UNI,$3.45B$3450685059,$12.05 ,286446900 UNI *,"$3,944,520,029 ",3.27%,29.47%,39.07%
2021-January-24,15,AAVEAave,AAVE,$3.25B$3251074104,$264.85 ,12275146 AAVE *,"$1,241,700,330 ",1.67%,25.90%,42.19%
2021-January-24,16,BSVBitcoin SV,BSV,$3.26B$3260068492,$174.95 ,18634145 BSV,"$706,107,056 ",0.90%,0.14%,-12.13%
2021-January-24,17,EOSEOS,EOS,$2.55B$2551291496,$2.71 ,939757474 EOS *,"$1,860,478,247 ",0.16%,0.32%,-1.78%
2021-January-24,18,XMRMonero,XMR,$2.45B$2449982301,$137.47 ,17821881 XMR,"$1,287,049,711 ",0.74%,-0.53%,-13.86%
2021-January-24,19,XTZTezos,XTZ,$2.31B$2306657466,$3.04 ,757762398 XTZ *,"$564,216,606 ",-1.04%,-3.99%,2.66%
2021-January-24,20,TRXTRON,TRX,$2.15B$2151247382,$0.03 ,71659657369 TRX *,"$1,013,208,322 ",0.36%,2.86%,-0.40%
2021-January-24,,Synthetix,,,,,,,,
2021-January-24,,VeChain,,,,,,,,
2021-January-24,,THETA,,,,,,,,
2021-January-24,,NEM,,,,,,,,
2021-January-24,,Cosmos,,,,,,,,
2021-January-24,,Neo,,,,,,,,
2021-January-24,,Crypto.com Coin,,,,,,,,
2021-January-24,,Dai,,,,,,,,
2021-January-24,,Maker,,,,,,,,
2021-January-24,,UNUS SED LEO,,,,,,,,
2021-January-24,,IOTA,,,,,,,,
2021-January-24,,Celsius,,,,,,,,
2021-January-24,,Binance USD,,,,,,,,
2021-January-24,,Compound,,,,,,,,
2021-January-24,,Huobi Token,,,,,,,,
2021-January-24,,Dogecoin,,,,,,,,
2021-January-24,,Dash,,,,,,,,
2021-January-24,,SushiSwap,,,,,,,,
2021-January-24,,Filecoin,,,,,,,,
2021-January-24,,Revain,,,,,,,,
2021-January-24,,Zcash,,,,,,,,
2021-January-24,,FTX Token,,,,,,,,
2021-January-24,,yearn.finance,,,,,,,,
2021-January-24,,Avalanche,,,,,,,,
2021-January-24,,Solana,,,,,,,,
2021-January-24,,Ethereum Classic,,,,,,,,
2021-January-24,,Kusama,,,,,,,,
2021-January-24,,Zilliqa,,,,,,,,
2021-January-24,,Waves,,,,,,,,
2021-January-24,,Elrond,,,,,,,,
2021-January-24,,The Graph,,,,,,,,
2021-January-24,,Algorand,,,,,,,,
2021-January-24,,NEAR Protocol,,,,,,,,
2021-January-24,,Hedera Hashgraph,,,,,,,,
2021-January-24,,UMA,,,,,,,,
2021-January-24,,Decred,,,,,,,,
2021-January-24,,Ren,,,,,,,,
2021-January-24,,HedgeTrade,,,,,,,,
2021-January-24,,Celo,,,,,,,,
2021-January-24,,Loopring,,,,,,,,
2021-January-24,,OMG Network,,,,,,,,
2021-January-24,,Ontology,,,,,,,,
2021-January-24,,renBTC,,,,,,,,
2021-January-24,,Basic Attention Token,,,,,,,,
2021-January-24,,Nano,,,,,,,,
2021-January-24,,Curve DAO Token,,,,,,,,
2021-January-24,,ICON,,,,,,,,
2021-January-24,,Terra,,,,,,,,
2021-January-24,,0x,,,,,,,,
2021-January-24,,TrueUSD,,,,,,,,
2021-January-24,,THORChain,,,,,,,,
2021-January-24,,Nexo,,,,,,,,
2021-January-24,,HUSD,,,,,,,,
2021-January-24,,BitTorrent,,,,,,,,
2021-January-24,,Reserve Rights,,,,,,,,
2021-January-24,,Stacks,,,,,,,,
2021-January-24,,DigiByte,,,,,,,,
2021-January-24,,OKB,,,,,,,,
2021-January-24,,Qtum,,,,,,,,
2021-January-24,,Enjin Coin,,,,,,,,
2021-January-24,,NXM,,,,,,,,
2021-January-24,,IOST,,,,,,,,
2021-January-24,,Horizen,,,,,,,,
2021-January-24,,SwissBorg,,,,,,,,
2021-January-24,,Kyber Network,,,,,,,,
2021-January-24,,Decentraland,,,,,,,,
2021-January-24,,Quant,,,,,,,,
2021-January-24,,Energy Web Token,,,,,,,,
2021-January-24,,Paxos Standard,,,,,,,,
2021-January-24,,Ocean Protocol,,,,,,,,
2021-January-24,,Bitcoin BEP2,,,,,,,,
2021-January-24,,TerraUSD,,,,,,,,
2021-January-24,,Ampleforth,,,,,,,,
2021-January-24,,Siacoin,,,,,,,,
2021-January-24,,Voyager Token,,,,,,,,
2021-January-24,,Verge,,,,,,,,
2021-January-24,,Arweave,,,,,,,,
2021-January-24,,Augur,,,,,,,,
2021-January-24,,Band Protocol,,,,,,,,
2021-January-24,,Bitcoin Gold,,,,,,,,
2021-January-24,,Bancor,,,,,,,,
2021-January-24,,Alpha Finance Lab,,,,,,,,
2021-January-24,,1inch,,,,,,,,
2021-January-24,,Lisk,,,,,,,,
2021-January-24,,ABBC Coin,,,,,,,,
2021-January-24,,Gnosis,,,,,,,,
2021-January-24,,Status,,,,,,,,
2021-January-24,,Aragon,,,,,,,,
2021-January-24,,Matic Network,,,,,,,,
2021-January-24,,Balancer,,,,,,,,
2021-January-24,,MaidSafeCoin,,,,,,,,
2021-January-24,,Theta Fuel,,,,,,,,
2021-January-24,,Fantom,,,,,,,,
2021-January-24,,Nervos Network,,,,,,,,
2021-January-24,,Ravencoin,,,,,,,,
2021-January-24,,Injective Protocol,,,,,,,,
2021-January-24,,ZB Token,,,,,,,,
2021-January-24,,Numeraire,,,,,,,,
2021-January-24,,Bitcoin Diamond,,,,,,,,
2021-January-24,,Kava.io,,,,,,,,
2021-January-24,,Golem,,,,,,,,
2021-January-24,,Helium,,,,,,,,
2021-January-24,,Holo,,,,,,,,
2021-January-24,,FunFair,,,,,,,,
2021-January-24,,MonaCoin,,,,,,,,
2021-January-24,,RSK Infrastructure Framework,,,,,,,,
2021-January-24,,PAX Gold,,,,,,,,
2021-January-24,,Pundi X,,,,,,,,
2021-January-24,,Orchid,,,,,,,,
2021-January-24,,Chiliz,,,,,,,,
2021-January-24,,iExec RLC,,,,,,,,
2021-January-24,,Civic,,,,,,,,
2021-January-24,,Unibright,,,,,,,,
2021-January-24,,Utrust,,,,,,,,
2021-January-24,,TomoChain,,,,,,,,
2021-January-24,,Serum,,,,,,,,
2021-January-24,,Oasis Network,,,,,,,,
2021-January-24,,CyberVein,,,,,,,,
2021-January-24,,Bytom,,,,,,,,
2021-January-24,,KuCoin Token,,,,,,,,
2021-January-24,,IoTeX,,,,,,,,
2021-January-24,,Storj,,,,,,,,
2021-January-24,,aelf,,,,,,,,
2021-January-24,,Travala.com,,,,,,,,
2021-January-24,,WaykiChain,,,,,,,,
2021-January-24,,Swipe,,,,,,,,
2021-January-24,,Ardor,,,,,,,,
2021-January-24,,Secret,,,,,,,,
2021-January-24,,Velas,,,,,,,,
2021-January-24,,Komodo,,,,,,,,
2021-January-24,,Kleros,,,,,,,,
2021-January-24,,Venus,,,,,,,,
2021-January-24,,DxChain Token,,,,,,,,
2021-January-24,,SingularityNET,,,,,,,,
2021-January-24,,Steem,,,,,,,,
2021-January-24,,Syntropy,,,,,,,,
2021-January-24,,BitShares,,,,,,,,
2021-January-24,,Ankr,,,,,,,,
2021-January-24,,district0x,,,,,,,,
2021-January-24,,DFI.Money,,,,,,,,
2021-January-24,,OriginTrail,,,,,,,,
2021-January-24,,Wanchain,,,,,,,,
2021-January-24,,Morpheus.Network,,,,,,,,
2021-January-24,,xDai,,,,,,,,
2021-January-24,,JUST,,,,,,,,
2021-January-24,,Fetch.ai,,,,,,,,
2021-January-24,,Harmony,,,,,,,,
2021-January-24,,Keep3rV1,,,,,,,,
2021-January-24,,WAX,,,,,,,,
2021-January-24,,Kin,,,,,,,,
2021-January-24,,LTO Network,,,,,,,,
2021-January-24,,Hive,,,,,,,,
2021-January-24,,Loom Network,,,,,,,,
2021-January-24,,LBRY Credits,,,,,,,,
2021-January-24,,IRISnet,,,,,,,,
2021-January-24,,Energi,,,,,,,,
2021-January-24,,DIA,,,,,,,,
2021-January-24,,Enzyme Finance,,,,,,,,
2021-January-24,,Electroneum,,,,,,,,
2021-January-24,,Syscoin,,,,,,,,
2021-January-24,,Ark,,,,,,,,
2021-January-24,,Polymath,,,,,,,,
2021-January-24,,Stratis,,,,,,,,
2021-January-24,,MCO,,,,,,,,
2021-January-24,,Divi,,,,,,,,
2021-January-24,,AdEx Network,,,,,,,,
2021-January-24,,Firo,,,,,,,,
2021-January-24,,Tellor,,,,,,,,
2021-January-24,,Populous,,,,,,,,
2021-January-24,,Power Ledger,,,,,,,,
2021-January-24,,bZx Protocol,,,,,,,,
2021-January-24,,TrustSwap,,,,,,,,
2021-January-24,,Uquid Coin,,,,,,,,
2021-January-24,,Streamr,,,,,,,,
2021-January-24,,Handshake ,,,,,,,,
2021-January-24,,VeThor Token,,,,,,,,
2021-January-24,,Elastos,,,,,,,,
2021-January-24,,QuarkChain,,,,,,,,
2021-January-24,,Ultra,,,,,,,,
2021-January-24,,Akropolis,,,,,,,,
2021-January-31,1,BTCBitcoin,BTC,$616.45B$616452744533,"$33,114.36 ",18615875 BTC,"$52,754,542,671 ",0.49%,-3.37%,2.55%
2021-January-31,2,ETHEthereum,ETH,$150.54B$150543956657,"$1,314.99 ",114483295 ETH,"$25,198,853,581 ",0.45%,-4.44%,-5.51%
2021-January-31,3,USDTTether,USDT,$26.45B$26451988954,$1.00 ,26430641890 USDT *,"$101,327,508,212 ",-0.01%,-0.04%,-0.06%
2021-January-31,4,XRPXRP,XRP,$22.35B$22353042408,$0.49 ,45404028640 XRP *,"$24,394,851,756 ",0.86%,11.83%,80.00%
2021-January-31,5,DOTPolkadot,DOT,$14.60B$14603207739,$16.12 ,905832287 DOT *,"$2,540,474,629 ",0.53%,-2.34%,-10.44%
2021-January-31,6,ADACardano,ADA,$10.73B$10730622858,$0.34 ,31112484646 ADA,"$2,455,679,992 ",-0.11%,-4.89%,-2.54%
2021-January-31,7,LINKChainlink,LINK,$9.13B$9129983491,$22.60 ,404009556 LINK *,"$2,692,563,296 ",0.77%,-4.22%,-8.52%
2021-January-31,8,LTCLitecoin,LTC,$8.60B$8602571147,$129.57 ,66392815 LTC,"$4,539,387,378 ",0.92%,-2.87%,-8.42%
2021-January-31,9,BCHBitcoin Cash,BCH,$7.45B$7452675944,$399.77 ,18642413 BCH,"$3,699,019,612 ",0.19%,-3.66%,-9.16%
2021-January-31,10,BNBBinance Coin,BNB,$6.84B$6842092373,$44.28 ,154532785 BNB *,"$512,545,443 ",0.82%,-1.11%,5.72%
2021-January-31,11,XLMStellar,XLM,$6.80B$6802946003,$0.31 ,22253500694 XLM *,"$2,305,438,899 ",0.39%,-5.90%,12.57%
2021-January-31,12,USDCUSD Coin,USDC,$5.87B$5868871806,$1 ,5869101909 USDC *,"$1,245,897,595 ",0.00%,-0.01%,-0.02%
2021-January-31,13,UNIUniswap,UNI,$5.11B$5111402820,$17.67 ,289330793 UNI *,"$2,248,905,216 ",-1.05%,-9.23%,46.65%
2021-January-31,14,DOGEDogecoin,DOGE,$4.77B$4767745805,$0.04 ,128178256703 DOGE,"$8,548,997,882 ",-2.29%,32.01%,326.22%
2021-January-31,15,WBTCWrapped Bitcoin,WBTC,$3.84B$3836904892,"$33,085.08 ",115971 WBTC *,"$162,374,473 ",0.49%,-3.70%,2.62%
2021-January-31,16,AAVEAave,AAVE,$3.70B$3697226540,$300.06 ,12321519 AAVE *,"$539,565,885 ",-0.21%,-4.16%,13.30%
2021-January-31,17,BSVBitcoin SV,BSV,$3.24B$3240799555,$173.86 ,18640233 BSV,"$716,768,480 ",-0.59%,-2.79%,-0.62%
2021-January-31,18,EOSEOS,EOS,$2.77B$2769206402,$2.91 ,950153513 EOS *,"$3,872,903,140 ",0.37%,-0.26%,7.35%
2021-January-31,19,XMRMonero,XMR,$2.46B$2461328839,$138.06 ,17827874 XMR,"$975,323,838 ",1.30%,-1.01%,0.43%
2021-January-31,20,TRXTRON,TRX,$2.26B$2264672300,$0.03 ,71659657369 TRX *,"$1,825,939,148 ",-0.01%,-1.33%,5.27%
2021-January-31,,Tezos,,,,,,,,
2021-January-31,,NEM,,,,,,,,
2021-January-31,,Synthetix,,,,,,,,
2021-January-31,,THETA,,,,,,,,
2021-January-31,,Cosmos,,,,,,,,
2021-January-31,,Dai,,,,,,,,
2021-January-31,,VeChain,,,,,,,,
2021-January-31,,Compound,,,,,,,,
2021-January-31,,Neo,,,,,,,,
2021-January-31,,Binance USD,,,,,,,,
2021-January-31,,Maker,,,,,,,,
2021-January-31,,Crypto.com Coin,,,,,,,,
2021-January-31,,Huobi Token,,,,,,,,
2021-January-31,,UNUS SED LEO,,,,,,,,
2021-January-31,,SushiSwap,,,,,,,,
2021-January-31,,Celsius,,,,,,,,
2021-January-31,,IOTA,,,,,,,,
2021-January-31,,Solana,,,,,,,,
2021-January-31,,Elrond,,,,,,,,
2021-January-31,,Filecoin,,,,,,,,
2021-January-31,,FTX Token,,,,,,,,
2021-January-31,,Dash,,,,,,,,
2021-January-31,,Avalanche,,,,,,,,
2021-January-31,,Revain,,,,,,,,
2021-January-31,,The Graph,,,,,,,,
2021-January-31,,Zcash,,,,,,,,
2021-January-31,,yearn.finance,,,,,,,,
2021-January-31,,Ethereum Classic,,,,,,,,
2021-January-31,,Decred,,,,,,,,
2021-January-31,,Kusama,,,,,,,,
2021-January-31,,Algorand,,,,,,,,
2021-January-31,,Zilliqa,,,,,,,,
2021-January-31,,Terra,,,,,,,,
2021-January-31,,Waves,,,,,,,,
2021-January-31,,UMA,,,,,,,,
2021-January-31,,Voyager Token,,,,,,,,
2021-January-31,,Loopring,,,,,,,,
2021-January-31,,NEAR Protocol,,,,,,,,
2021-January-31,,THORChain,,,,,,,,
2021-January-31,,Hedera Hashgraph,,,,,,,,
2021-January-31,,Ren,,,,,,,,
2021-January-31,,renBTC,,,,,,,,
2021-January-31,,0x,,,,,,,,
2021-January-31,,1inch,,,,,,,,
2021-January-31,,Celo,,,,,,,,
2021-January-31,,HedgeTrade,,,,,,,,
2021-January-31,,Curve DAO Token,,,,,,,,
2021-January-31,,SwissBorg,,,,,,,,
2021-January-31,,OMG Network,,,,,,,,
2021-January-31,,HUSD,,,,,,,,
2021-January-31,,Ontology,,,,,,,,
2021-January-31,,Nexo,,,,,,,,
2021-January-31,,Nano,,,,,,,,
2021-January-31,,Basic Attention Token,,,,,,,,
2021-January-31,,ICON,,,,,,,,
2021-January-31,,TrueUSD,,,,,,,,
2021-January-31,,DigiByte,,,,,,,,
2021-January-31,,Horizen,,,,,,,,
2021-January-31,,BitTorrent,,,,,,,,
2021-January-31,,Quant,,,,,,,,
2021-January-31,,Alpha Finance Lab,,,,,,,,
2021-January-31,,OKB,,,,,,,,
2021-January-31,,Siacoin,,,,,,,,
2021-January-31,,Qtum,,,,,,,,
2021-January-31,,Stacks,,,,,,,,
2021-January-31,,Fantom,,,,,,,,
2021-January-31,,Reserve Rights,,,,,,,,
2021-January-31,,Enjin Coin,,,,,,,,
2021-January-31,,TerraUSD,,,,,,,,
2021-January-31,,Verge,,,,,,,,
2021-January-31,,Kyber Network,,,,,,,,
2021-January-31,,IOST,,,,,,,,
2021-January-31,,Paxos Standard,,,,,,,,
2021-January-31,,NXM,,,,,,,,
2021-January-31,,Decentraland,,,,,,,,
2021-January-31,,Ampleforth,,,,,,,,
2021-January-31,,Ocean Protocol,,,,,,,,
2021-January-31,,Flow (Dapper Labs),,,,,,,,
2021-January-31,,Bitcoin BEP2,,,,,,,,
2021-January-31,,Energy Web Token,,,,,,,,
2021-January-31,,Bancor,,,,,,,,
2021-January-31,,PancakeSwap,,,,,,,,
2021-January-31,,Ravencoin,,,,,,,,
2021-January-31,,Augur,,,,,,,,
2021-January-31,,FunFair,,,,,,,,
2021-January-31,,Balancer,,,,,,,,
2021-January-31,,Band Protocol,,,,,,,,
2021-January-31,,Matic Network,,,,,,,,
2021-January-31,,Bitcoin Gold,,,,,,,,
2021-January-31,,MaidSafeCoin,,,,,,,,
2021-January-31,,Status,,,,,,,,
2021-January-31,,Lisk,,,,,,,,
2021-January-31,,Gnosis,,,,,,,,
2021-January-31,,Aragon,,,,,,,,
2021-January-31,,Arweave,,,,,,,,
2021-January-31,,ABBC Coin,,,,,,,,
2021-January-31,,Helium,,,,,,,,
2021-January-31,,Theta Fuel,,,,,,,,
2021-January-31,,Injective Protocol,,,,,,,,
2021-January-31,,ZB Token,,,,,,,,
2021-January-31,,Nervos Network,,,,,,,,
2021-January-31,,Holo,,,,,,,,
2021-January-31,,Bitcoin Diamond,,,,,,,,
2021-January-31,,Serum,,,,,,,,
2021-January-31,,Numeraire,,,,,,,,
2021-January-31,,Chiliz,,,,,,,,
2021-January-31,,Unibright,,,,,,,,
