Date,Rank,Coin,Symbol,Market Cap,Price,Circulating Supply,Volume,%1h,%24h,%7d
2015-May-3,,Unobtanium,,,,,,,,
2015-May-3,,Pangea Poker,,,,,,,,
2015-May-3,,ProsperityCoin,,,,,,,,
2015-May-3,,Jinn,,,,,,,,
2015-May-3,,Ixcoin,,,,,,,,
2015-May-3,,Experiment 10k,,,,,,,,
2015-May-3,,Tradebots,,,,,,,,
2015-May-3,,jl777hodl,,,,,,,,
2015-May-3,,MintCoin,,,,,,,,
2015-May-3,,Crypti,,,,,,,,
2015-May-3,,XCurrency,,,,,,,,
2015-May-3,,I0Coin,,,,,,,,
2015-May-3,,LIQUID,,,,,,,,
2015-May-3,,SkyNET,,,,,,,,
2015-May-3,,sharkfund0,,,,,,,,
2015-May-3,,NavCoin,,,,,,,,
2015-May-3,,CloakCoin,,,,,,,,
2015-May-3,,Infinitecoin,,,,,,,,
2015-May-3,,FIMKrypto,,,,,,,,
2015-May-3,,Curecoin,,,,,,,,
2015-May-3,,UCIcoin,,,,,,,,
2015-May-3,,Burst,,,,,,,,
2015-May-3,,Bitswift,,,,,,,,
2015-May-3,,Jay,,,,,,,,
2015-May-3,,Maxcoin,,,,,,,,
2015-May-3,,Zeitcoin,,,,,,,,
2015-May-3,,BilShares,,,,,,,,
2015-May-3,,BitShares PTS,,,,,,,,
2015-May-3,,SolarCoin,,,,,,,,
2015-May-3,,Qora,,,,,,,,
2015-May-3,,Coinomat,,,,,,,,
2015-May-3,,NXTprivacy,,,,,,,,
2015-May-3,,Hyper,,,,,,,,
2015-May-3,,ZiftrCOIN,,,,,,,,
2015-May-3,,Circuits of Value,,,,,,,,
2015-May-3,,Node,,,,,,,,
2015-May-3,,Cinni,,,,,,,,
2015-May-3,,Uro,,,,,,,,
2015-May-3,,MMNXT,,,,,,,,
2015-May-3,,Viacoin,,,,,,,,
2015-May-3,,Verge,,,,,,,,
2015-May-3,,I/O Coin,,,,,,,,
2015-May-3,,TEKcoin,,,,,,,,
2015-May-3,,NeoDICE,,,,,,,,
2015-May-3,,FreeMarket,,,,,,,,
2015-May-3,,Vertcoin,,,,,,,,
2015-May-3,,EarthCoin,,,,,,,,
2015-May-3,,Zetacoin,,,,,,,,
2015-May-3,,Applecoin,,,,,,,,
2015-May-3,,AsiaCoin,,,,,,,,
2015-May-3,,ATOMIC,,,,,,,,
2015-May-3,,MAZA,,,,,,,,
2015-May-3,,Devcoin,,,,,,,,
2015-May-3,,Privatebet,,,,,,,,
2015-May-3,,Digitalcoin,,,,,,,,
2015-May-3,,Deutsche eMark,,,,,,,,
2015-May-3,,TrustPlus,,,,,,,,
2015-May-3,,HoboNickels,,,,,,,,
2015-May-3,,Stealth,,,,,,,,
2015-May-3,,UltraCoin,,,,,,,,
2015-May-3,,Rubycoin,,,,,,,,
2015-May-3,,MGW,,,,,,,,
2015-May-3,,Sapience AIFX,,,,,,,,
2015-May-3,,CleanWaterCoin,,,,,,,,
2015-May-3,,Dogeparty,,,,,,,,
2015-May-3,,Tickets,,,,,,,,
2015-May-3,,Boolberry,,,,,,,,
